concept_id	standard_concept	codeset	codes
A_c344	Colon Cancer	ICD-9-CM	 153.2, 153.3, 153.4, 153.5, 153.6, 153.7, 153.8, 153.9,153.0,153.1
A_c316	Colon Cancer	SNOMED-CT	 187757001, 187758006, 269533000, 269544008, 285312008, 285611007, 301756000, 312111009, 312112002, 312113007, 312114001, 312115000, 314965007, 315058005, 363406005, 363407001, 363408006, 363409003, 363410008, 363412000, 363413005, 363414004, 363510005, 425178004, 93683002, 93761005, 93771007, 93826009, 93980002, 94006002, 94072004, 94105000, 94179005, 94260004, 94271003, 94328005, 94509004, 94538001, 94604000, 94643001,109838007,126838000
A_c94	Colon Cancer History	ICD-10-CM	Z85.03
A_c93	Colon Cancer History	ICD-9-CM	V10.05
A_c415	Colon Cancer History	SNOMED-CT	429699009
A_c292	Colon Cancer Stage III	SNOMED-CT	 261657008, 261658003, 369921003, 370046006,261654001,261656004
A_c508	ECOG Performance Status-Poor	SNOMED-CT	 423237006,422894000,423053003
A_c504	Leukopenia	ICD-10-CM	 D72.819,D70.0,D72.818
A_c503	Leukopenia	ICD-9-CM	288.50,288.59
A_c505	Leukopenia	SNOMED-CT	 183005, 234418001, 417672002, 426800001, 427245000, 5876000, 84828003,123777002,127034005
A_c488	Metastatic Sites Common to Colon Cancer	ICD-10-CM	C78.7
A_c487	Metastatic Sites Common to Colon Cancer	ICD-9-CM	197.7
A_c489	Metastatic Sites Common to Colon Cancer	SNOMED-CT	94222008
A_c499	Neutropenia	ICD-9-CM	 288.03, 288.04, 288.09, 289.53,288.00,288.02
A_c470	Bilateral Oophorectomy	CPT	 58943, 58950, 58951, 58952, 58953, 58954, 58956,58720,58940
A_c469	Bilateral Oophorectomy	SNOMED-CT	 441820006, 44619000, 76876009, 86477000,29529008,29827000
A_c97	Breast Cancer	ICD-10-CM	 C50.4, C50.5, C50.6, C50.9,C50,C50.0
A_c96	Breast Cancer	ICD-9-CM	 174.2, 174.3, 174.4, 174.5, 174.6, 174.8, 174.9,174.0,174.1
A_c98	Breast Cancer	SNOMED-CT	 188050009, 188147009, 188151006, 188152004, 188153009, 188154003, 188155002, 188156001, 188157005, 188158000, 188159008, 188161004, 188361007, 254837009, 254838004, 254839007, 254840009, 254841008, 254843006, 254844000, 278050001, 278052009, 278053004, 278054005, 286892007, 286893002, 286894008, 286895009, 286896005, 286897001, 314955001, 372064008, 372092003, 372093008, 372094002, 372095001, 372096000, 372137005, 373080008, 373081007, 373082000, 373083005, 373088001, 373089009, 373090000, 373091001, 403458008, 403946000, 408643008, 417181009, 427685000, 431396003, 93215006, 93680004, 93745008, 93776002, 93796005, 93874009, 93876006, 93924008, 94012007, 94115006, 94176003, 94182000, 94244003, 94276008, 94297009, 94385006, 94387003, 94443006, 94544002, 94653000, 94655007,109886000,126926005
A_c284	Breast Cancer ER or PR Positive	SNOMED-CT	 417181009, 417742002, 427685000,416053008,416561008
A_c279	Breast Cancer History	ICD-10-CM	Z85.3
A_c278	Breast Cancer History	ICD-9-CM	V10.3
A_c416	Breast Cancer History	SNOMED-CT	429087003
A_c283	Breast Cancer Stage IC-IIIC	SNOMED-CT	 261658003, 369899008, 369900003, 369901004,261650005,261653007
A_c484	Chemotherapy	CPT	 96405, 96406, 96409, 96411, 96413, 96415, 96416, 96417, 96420, 96422, 96423, 96425, 96440, 96445, 96450, 96521, 96522, 96523, 96542, 96549,96401,96402
A_c483	Chemotherapy	SNOMED-CT	 169398009, 169399001, 169400008, 169401007, 169402000, 169403005, 182975000, 183651009, 22733003, 24977001, 265760000, 265761001, 265762008, 266719004, 268500004, 315601005, 31652009, 38216008, 394894008, 394895009, 394935005, 399042005, 4114003, 51534007, 68619000, 6872008, 69960004, 77738002,169396008,169397004
A_c290	Gender	HL7	 17718,10173,10174
A_c467	Gonadotropin-releasing hormone analogue medication	RxNorm	 197866, 199821, 204418, 204864, 247495, 259291, 284986, 310592, 311283, 314008, 348161, 348162, 348163, 353530, 583425, 597333, 642361, 727600, 727935, 727938, 752884, 752889, 752894, 752899, 763346, 763348, 763359, 763392, 853483, 905053, 905062,105629,108754
A_c445	Metastatic Sites Common to Breast Cancer	ICD-10-CM	 C78.02, C79.31, C79.51,C78.00,C78.01
A_c443	Metastatic Sites Common to Breast Cancer	ICD-9-CM	 198.3, 198.5,197.0,197.7
A_c446	Metastatic Sites Common to Breast Cancer	SNOMED-CT	 255119002, 285604008, 285619009, 285641009, 424887002, 94157000, 94218003, 94219006, 94220000, 94221001, 94222008, 94224009, 94225005, 94228007, 94229004, 94230009, 94231008, 94232001, 94236003, 94240007, 94243009, 94245002, 94246001, 94247005, 94248000, 94250008, 94256002, 94259009, 94267001, 94269003, 94274006, 94287000, 94300004, 94301000, 94302007, 94308006, 94309003, 94322006, 94326009, 94329002, 94337005, 94348003, 94349006, 94352003, 94353008, 94375005, 94376006, 94381002, 94382009, 94383004, 94389000, 94390009, 94391008, 94403001, 94404007, 94405008, 94411006, 94412004, 94435001, 94439007, 94440009, 94447007, 94448002, 94451009, 94457008, 94470004, 94471000, 94476005, 94478006, 94486006, 94487002, 94489004, 94490008, 94491007, 94504009, 94508007, 94515004, 94521000, 94522007, 94523002, 94524008, 94527001, 94529003, 94533005, 94535003, 94536002, 94598003, 94602001, 94605004, 94619004, 94620005, 94621009, 94622002, 94630001, 94635006, 94644007, 94645008, 94650002, 94680007, 94683009,188462001,233940007
A_c480	Radiation Therapy	CPT	 77470,77427,77435
A_c481	Radiation Therapy	SNOMED-CT	 113115007, 118641002, 15543008, 1699009, 17876001, 228703003, 228704009, 228705005, 228708007, 228712001, 228713006, 228716003, 228721000, 228722007, 228723002, 228724008, 228725009, 228726005, 228727001, 228728006, 228729003, 228730008, 24689001, 26802008, 31344000, 32947004, 35437002, 38183002, 385798007, 394935005, 49097004, 4914002, 49963009, 50917001, 52338008, 53438000, 56636003, 57966002, 59690005, 61109003, 65263004, 69497001, 80893007, 84336003, 84755001, 84778007, 87390000, 9728002, 9990009,10226009,108290001
A_c285	Tamoxifen or Aromatase Inhibitor Therapy	RxNorm	 199224, 200064, 250423, 310261, 313195 , 389230,198240
A_c286	AJCC Cancer Stage Low Risk Recurrence Prostate Cancer	SNOMED-CT	261650005,261651009
A_c272	Bone Scan	CPT	 78306, 78315, 78320, 78350, 78351,78300,78305
A_c271	Bone Scan	SNOMED-CT	 241401004, 241403001, 241404007, 241405008, 303883000, 3998005, 41747008, 418832007, 429793003, 430266004, 430825006, 430826007, 430827003, 430828008, 430829000, 430830005, 430831009, 430832002, 431497006, 431616006, 431617002, 432056005, 432275005, 432399008, 432400001, 432850003, 432851004, 433131007, 433171002, 58518000,169140007,241283001
A_c282	Gleason Score	LOINC	35266-6
A_c281	Gleason Score	SNOMED-CT	372278000,384997002
A_c280	Gleason Score <= 6	SNOMED-CT	 369776000, 46677009, 49878003, 74013009, 84556003,18430005,369775001
A_c450	Pain Related to Prostate Cancer	ICD-10-CM	 M54.6, M54.89, M54.9, M79.65, M89.8x1, R07.89, Z12.5,G89.3,M53.3
A_c449	Pain Related to Prostate Cancer	ICD-9-CM	 724.5, 724.6, 724.79, 733.90, 786.50, 786.59, 789.00, V76.44, V84.03,338.3,724.1
A_c325	Pain Related to Prostate Cancer	SNOMED-CT	 203508001, 203509009, 20793008, 267981009, 282743009, 297217002, 298731003, 298740004, 301773003, 3200003, 34789001, 36729000, 426135001, 48926009, 89638008,12584003,161977000
A_c91	Prostate Cancer	ICD-10-CM	C61
A_c90	Prostate Cancer	ICD-9-CM	185
A_c92	Prostate Cancer	SNOMED-CT	 314969001, 369485004, 369486003, 396198006, 399068003, 399490008, 399590005, 427492003, 93974005, 94503003,254900004,278060005
A_c113	Prostate Cancer Treatment	CPT	 55815, 55840, 55842, 55845, 55866, 55873, 77427, 77776, 77777, 77778, 77787,55810,55812
A_c213	Prostate Cancer Treatment	SNOMED-CT	 116244007, 118161009, 118162002, 118163007, 14473006, 169327006, 169328001, 169329009, 169340001, 169349000, 169359004, 169374002, 176106009, 176258007, 176259004, 176260009, 176261008, 176262001, 176263006, 176267007, 176286004, 176288003, 176319004, 19149007, 21190008, 21372000, 228677009, 228684001, 228688003, 228690002, 228692005, 228693000, 228694006, 228695007, 228697004, 228698009, 228699001, 228701001, 228702008, 236209003, 236211007, 236252003, 24242005, 26294005, 265589001, 271291003, 27877006, 28579000, 29860002, 30426000, 312235007, 314202001, 359922007, 359926005, 36253005, 37851009, 384691004, 384692006, 38915000, 394902000, 394918006, 399124002, 399180008, 399315003, 41371003, 41416003, 420529003, 427357007, 427985002, 433224001, 433225000, 57525009, 62867004, 64978007, 65381004, 65551008, 67598001, 68986004, 72388004, 77613002, 81232004, 83154001, 84755001, 85768003, 87795007, 8782006, 90199006, 90470006, 91531008,10492003,113120007
A_c214	Prostate Specific Antigen Test	CPT	 84154,84152,84153
A_c215	Prostate Specific Antigen Test	LOINC	 12841-3, 14120-0, 15323-9, 15324-7, 15325-4, 19195-7, 19197-3, 19198-1, 19199-9, 19200-5, 19201-3, 19203-9, 19204-7, 19205-4, 19206-2, 2857-1, 33667-7, 34611-4, 35741-8,10508-0,10886-0
A_c400	Prostate Specific Antigen Test	SNOMED-CT	 63476009,395145001,395146000
A_c323	Salvage Therapy	CPT	 55865, 55875, 55876,55860,55862
A_c324	Salvage Therapy	SNOMED-CT	236209003,236211007
Q_c8	birthdate	HL7	00110
Q_c69	BMI	LOINC	39156-5
Q_c148	BMI	SNOMED-CT	 60621009,225171007,301331008
Q_c155	dietary consultation order	SNOMED-CT	 408289007,103699006,306163007
Q_c67	encounter_outpatient_CPT_with clinician	CPT	 90804, 90805, 90806, 90807, 90808, 90809, 97001, 97003, 97802, 97803, 98960, 99201, 99202, 99203, 99204, 99205, 99211, 99212, 99213, 99214, 99215, 99324, 99325, 99326, 99327, 99328, 99334, 99335, 99336, 99337, 99341, 99342, 99343, 99344, 99345, 99347, 99348, 99349, 99350,90801,90802
Q_c152	follow-up plan_BMI management	CPT	 43770, 43771, 43772, 43773, 43774, 43842, 43843, 43845, 43846, 43847, 43848, 97804, 98961, 98962, 99078,43644,43645
Q_c153	follow-up plan_BMI management	HCPCS	 S9451, S9452, S9470,G8417,S9449
Q_c70	follow-up plan_BMI management	ICD-9-CM	V65.3
Q_c154	follow-up plan_BMI management	SNOMED-CT	 225171007, 268523001, 275919002, 305849009, 307818003, 401003006,169411000,170795002
Q_c1	measurement enddate		
Q_c2	measurement period		
Q_c145	medical reason - HL7	HL7	 21738, 21745, 21747, 21815, 21990, 22259, 22261, 22855,21703,21704
Q_c146	patient reason - HL7	HL7	 19729, 21708, 21710, 21741, 21743, 21746, 22260, 22851,14880,15985
Q_c157	pregnancy	ICD-9-CM	 633.81, 633.91, 640.01, 640.03, 641.13, 641.21, 641.23, 641.31, 641.33, 641.81, 641.83, 641.91, 641.93, 642.01, 642.02, 642.03, 642.11, 642.12, 642.13, 642.21, 642.22, 642.23, 642.31, 642.32, 642.33, 642.62, 642.63, 642.71, 642.72, 642.73, 642.91, 642.92, 642.93, 643.01, 643.03, 643.81, 643.91, 643.93, 644.03, 644.13, 644.21, 645.11, 645.13, 645.21, 645.23, 646.01, 646.03, 646.11, 646.12, 646.13, 646.21, 646.22, 646.23, 646.31, 646.33, 646.41, 646.42, 646.43, 646.51, 646.52, 646.53, 646.61, 646.62, 646.63, 646.71, 646.73, 646.81, 646.82, 646.83, 646.91, 646.93, 647.01, 647.02, 647.03, 647.11, 647.12, 647.13, 647.21, 647.22, 647.23, 647.31, 647.32, 647.33, 647.41, 647.42, 647.43, 647.51, 647.52, 647.53, 647.61, 647.62, 647.63, 647.81, 647.82, 647.83, 647.91, 647.92, 647.93, 648.01, 648.02, 648.03, 648.11, 648.12, 648.13, 648.21, 648.22, 648.23, 648.31, 648.32, 648.33, 648.41, 648.42, 648.43, 648.51, 648.52, 648.53, 648.61, 648.62, 648.63, 648.71, 648.72, 648.73, 648.81, 648.82, 648.83, 648.91, 648.92, 648.93, 649.01, 649.02, 649.03, 649.11, 649.12, 649.13, 649.21, 649.22, 649.23, 649.31, 649.32, 649.33, 649.41, 649.42, 649.43, 649.51, 649.53, 649.61, 649.62, 649.63, 649.71, 649.73, 651.01, 651.03, 651.11, 651.13, 651.21, 651.23, 651.31, 651.33, 651.41, 651.43, 651.51, 651.53, 651.61, 651.63, 651.71, 651.73, 651.81, 651.83, 651.91, 651.93, 652.01, 652.03, 652.11, 652.13, 652.21, 652.23, 652.31, 652.33, 652.41, 652.43, 652.51, 652.53, 652.61, 652.63, 652.71, 652.73, 652.81, 652.83, 652.91, 652.93, 653.01, 653.03, 653.11, 653.13, 653.21, 653.23, 653.31, 653.33, 653.41, 653.43, 653.51, 653.53, 653.61, 653.63, 653.71, 653.73, 653.81, 653.83, 653.91, 653.93, 654.01, 654.02, 654.03, 654.11, 654.12, 654.13, 654.21, 654.23, 654.31, 654.32, 654.33, 654.41, 654.42, 654.43, 654.51, 654.52, 654.53, 654.61, 654.62, 654.63, 654.71, 654.72, 654.73, 654.81, 654.82, 654.83, 654.91, 654.92, 654.93, 655.01, 655.03, 655.11, 655.13, 655.21, 655.23, 655.31, 655.33, 655.41, 655.43, 655.51, 655.53, 655.61, 655.63, 655.71, 655.73, 655.81, 655.83, 655.91, 655.93, 656.01, 656.03, 656.11, 656.13, 656.21, 656.23, 656.31, 656.33, 656.41, 656.43, 656.51, 656.53, 656.61, 656.73, 656.81, 656.83, 656.91, 656.93, 657.01, 657.03, 658.01, 658.03, 658.11, 658.13, 658.21, 658.23, 658.31, 658.33, 658.41, 658.43, 658.81, 658.83, 658.91, 658.93, 659.01, 659.03, 659.11, 659.13, 659.21, 659.23, 659.31, 659.33, 659.41, 659.43, 659.51, 659.53, 659.61, 659.63, 659.71, 659.73, 659.81, 659.83, 659.91, 659.93, 660.01, 660.03, 660.11, 660.13, 660.21, 660.23, 660.31, 660.33, 660.41, 660.43, 660.51, 660.53, 660.61, 660.63, 660.71, 660.73, 660.81, 660.83, 660.91, 660.93, 661.01, 661.03, 661.11, 661.13, 661.21, 661.23, 661.31, 661.33, 661.41, 661.43, 661.91, 661.93, 662.01, 662.03, 662.11, 662.13, 662.21, 662.23, 662.31, 662.33, 663.01, 663.03, 663.11, 663.13, 663.21, 663.23, 663.31, 663.33, 663.41, 663.43, 663.51, 663.61, 663.63, 663.81, 663.83, 663.91, 663.93, 664.01, 664.11, 664.21, 664.31, 664.51, 664.61, 664.81, 664.91, 665.01, 665.03, 665.11, 665.31, 665.41, 665.51, 665.61, 665.71, 665.72, 665.81, 665.83, 665.91, 665.92, 665.93, 666.02, 666.12, 666.22, 666.32, 667.02, 667.12, 668.01, 668.02, 668.03, 668.11, 668.12, 668.13, 668.21, 668.22, 668.23, 668.81, 668.82, 668.83, 668.91, 668.92, 668.93, 669.01, 669.02, 669.03, 669.11, 669.12, 669.13, 669.51, 669.61, 669.71, 669.81, 669.82, 669.83, 669.91, 669.92, 669.93, 670.02, 671.01, 671.02, 671.03, 671.11, 671.12, 671.13, 671.21, 671.22, 671.23, 671.31, 671.33, 671.42, 671.51, 671.52, 671.53, 671.81, 671.82, 671.83, 671.91, 671.92, 671.93, 672.02, 673.01, 673.02, 673.03, 673.11, 673.12, 673.13, 673.21, 673.22, 673.23, 673.31, 673.32, 673.33, 673.81, 673.82, 674.01, 674.02, 674.03, 674.12, 674.22, 674.32, 674.42, 674.51, 674.52, 674.53, 674.82, 674.92, 675.01, 675.02, 675.03, 675.11, 675.12, 675.13, 675.21, 675.22, 675.23, 675.81, 675.82, 675.83, 675.91, 675.92, 675.93, 676.01, 676.02, 676.03, 676.11, 676.12, 676.13, 676.21, 676.22, 676.23, 676.31, 676.32, 676.41, 676.42, 676.43, 676.51, 676.52, 676.53, 676.61, 676.62, 676.63, 676.81, 676.82, 676.83, 676.91, 676.92, 676.93, 678.01, 678.03, 678.11, 678.13, 679.01, 679.02, 679.03, 679.11, 679.12, 679.13, V22.2, V23.0, V23.1, V23.2, V23.3, V23.4, V23.41, V23.49, V23.5, V23.7, V23.8 ,633.11,633.21
Q_c158	pregnancy	SNOMED-CT	 102875003, 14418008, 169560008, 169561007, 169562000, 169563005, 169564004, 169565003, 169566002, 169567006, 169568001, 199715003, 237233002, 237238006, 237239003, 237240001, 237241002, 237242009, 237244005, 248985009, 281307002, 314204000, 41587001, 442478007, 45307008, 47200007, 57630001, 58532003, 59466002, 65727000, 72892002, 77386006, 83074005, 9279009 ,102872000,102873005
Q_c160	pregnancy	ICD-10-CM	 O09.41, O09.42, O09.43, O09.5, O09.51, O09.511, O09.512, O09.513, O09.519, O09.52, O09.521, O09.522, O09.523, O09.529, O10.1, O10.11, O10.111, O10.112, O10.113, O10.119, O10.12, O10.13, O10.211, O10.212, O10.213, O10.219, O10.22, O10.411, O10.412, O10.413, O10.419, O10.42, O10.911, O10.912, O10.913, O10.919, O10.92, O15.00, O15.02, O15.03, O15.9, O16.1, O16.2, O16.3, O16.9, O20.0, O20.8, O20.9, O21.0, O21.2, O21.8, O21.9, O22.0, O22.00, O22.01, O22.02, O22.03, O22.1, O22.10, O22.11, O22.12, O22.13, O22.2, O22.20, O22.21, O22.22, O22.23, O22.3, O22.30, O22.31, O22.32, O22.33, O22.5, O22.50, O22.51, O22.52, O22.53, O22.8, O22.8x, O22.8x1, O22.8x2, O22.8x3, O22.8x9, O23.40, O23.41, O23.42, O23.43, O23.90, O23.91, O23.92, O23.93, O24.911, O24.912, O24.913, O24.919, O24.92, O26.00, O26.01, O26.02, O26.03, O26.20, O26.21, O26.22, O26.23, O26.611, O26.612, O26.613, O26.619, O26.811, O26.812, O26.813, O26.819, O26.821, O26.822, O26.823, O26.829, O26.831, O26.832, O26.833, O26.839, O26.84, O26.841, O26.842, O26.843, O26.849, O26.85, O26.851, O26.852, O26.853, O26.859, O26.87, O26.872, O26.873, O26.879, O26.891, O26.892, O26.893, O26.899, O26.90, O26.91, O26.92, O26.93, O30.0, O30.001, O30.002, O30.003, O30.009, O30.02, O30.021, O30.022, O30.023, O30.029, O30.1, O30.10, O30.11, O30.12, O30.13, O30.2, O30.20, O30.21, O30.22, O30.23, O31.000, O31.001, O31.002, O31.003, O31.004, O31.005, O31.009, O31.010, O31.011, O31.012, O31.013, O31.014, O31.015, O31.019, O31.020, O31.021, O31.022, O31.023, O31.024, O31.025, O31.029, O31.030, O31.031, O31.032, O31.033, O31.034, O31.035, O31.039, O31.2, O31.20, O31.21, O31.22, O31.23, O31.3, O31.30, O31.31, O31.32, O31.33, O31.8, O31.8x, O31.8x1, O31.8x2, O31.8x3, O31.8x9, O36.8, O36.81, O36.812, O36.813, O36.819, O36.82, O36.821, O36.822, O36.823, O36.829, O36.89, O36.891, O36.892, O36.893, O36.899, O36.9, O36.90, O36.91, O36.92, O36.93, O40, O40.1, O40.2, O40.3, O40.9, O41.0, O41.00, O41.01, O41.02, O41.03, O41.1, O41.10, O41.101, O41.102, O41.103, O41.109, O41.12, O41.121, O41.122, O41.123, O41.129, O41.14, O41.141, O41.142, O41.143, O41.149, O41.8, O41.8x, O41.8x1, O41.8x2, O41.8x3, O41.8x9, O41.9, O41.90, O41.91, O41.92, O41.93, O42, O42.0, O42.00, O42.01, O42.011, O42.012, O42.013, O42.019, O44.00, O44.01, O44.02, O44.03, O44.10, O44.11, O44.12, O44.13, O45, O46, O46.0, O46.8, O46.9, O48.0, O48.1, O60.00, O60.02, O60.03, O60.100, O60.101, O60.102, O60.103, O60.104, O60.105, O60.109, O60.120, O60.121, O60.122, O60.123, O60.124, O60.125, O60.129, O60.130, O60.131, O60.132, O60.133, O60.134, O60.135, O60.139, O60.140, O60.141, O60.142, O60.143, O60.144, O60.145, O60.149, O61.0, O61.1, O61.8, O61.9, O62, O62.0, O62.1, O62.2, O62.3, O62.4, O62.8, O62.9, O63, O63.0, O63.1, O63.2, O63.9, O64, O64.0, O64.1, O64.2, O64.3, O64.4, O64.5, O64.8, O64.9, O65, O65.0, O65.1, O65.2, O65.3, O65.4, O65.5, O65.8, O65.9, O66, O66.0, O66.1, O66.2, O66.3, O66.4, O66.40, O66.41, O66.5, O66.6, O66.8, O66.9, O67, O67.0, O67.8, O67.9, O69, O69.0, O69.1, O69.2, O69.3, O69.4, O69.5, O69.8, O69.81, O69.82, O69.89, O69.9, O70, O70.0, O70.1, O70.2, O70.3, O70.4, O70.9, O71, O71.0, O71.00, O71.02, O71.03, O71.1, O71.2, O71.3, O71.4, O71.5, O71.6, O71.7, O71.8, O71.81, O71.89, O71.9, O72.0, O74, O74.0, O74.1, O74.2, O74.3, O74.4, O74.5, O74.6, O74.7, O74.8, O74.9, O75, O75.0, O75.1, O75.2, O75.3, O75.4, O75.5, O75.8, O75.81, O75.89, O75.9, O76, O77, O77.0, O77.1, O77.8, O77.9, O80, O82, O88, O88.0, O88.01, O88.011, O88.012, O88.013, O88.019, O88.02, O88.11, O88.111, O88.112, O88.113, O88.119, O88.12, O88.2, O88.21, O88.211, O88.212, O88.213, O88.219, O88.22, O88.31, O88.311, O88.312, O88.313, O88.319, O88.32, O90.0, O90.1, O90.3, O90.4, O90.5, O90.6, O91.0, O91.01, O91.011, O91.012, O91.013, O91.019, O91.1, O91.11, O91.111, O91.112, O91.113, O91.119, O91.2, O91.21, O91.211, O91.212, O91.213, O91.219, O92, O92.0, O92.01, O92.011, O92.012, O92.013, O92.019, O92.1, O92.11, O92.111, O92.112, O92.113, O92.119, O92.29, O92.6, O92.7, O98.011, O98.012, O98.013, O98.019, O98.02, O98.111, O98.112, O98.113, O98.119, O98.12, O98.211, O98.212, O98.213, O98.219, O98.22, O98.311, O98.312, O98.313, O98.319, O98.32, O98.511, O98.512, O98.513, O98.519, O98.52, O98.611, O98.612, O98.613, O98.619, O98.62, O98.811, O98.812, O98.813, O98.819, O98.82, O98.919, O99.011, O99.012, O99.013, O99.019, O99.02, O99.111, O99.112, O99.113, O99.119, O99.12, O99.21, O99.280, O99.281, O99.282, O99.283, O99.284, O99.310, O99.311, O99.312, O99.313, O99.314, O99.320, O99.321, O99.322, O99.323, O99.324, O99.33, O99.8, O99.81, O99.810, O99.84, O99.841, O99.842, O99.843, O99.844, Z33.1,O09.4,O09.40
